vessel_id,vessel_name,timestamp,lat,lon,sog,cog,hex_id
MMSI_419000101,IND_TANKER_412,2026-05-14T08:30:00+00:00,19.99606,70.91621,14.04,135.0,8742decd8ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T08:35:00+00:00,19.99313,70.92103,14.22,135.0,8742decdaffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T08:40:00+00:00,19.98725,70.92215,14.45,135.0,8742decdaffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T08:45:00+00:00,19.98669,70.92569,14.49,135.0,8742decdaffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T08:50:00+00:00,19.97932,70.93045,13.92,135.0,8742de574ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T08:55:00+00:00,19.97716,70.93421,14.1,135.0,8742de574ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T09:00:00+00:00,19.97643,70.93767,14.01,135.0,8742de574ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T09:05:00+00:00,19.97124,70.94146,14.47,135.0,8742de574ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T09:10:00+00:00,19.9722,70.94496,14.14,135.0,8742de574ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T09:15:00+00:00,19.96337,70.94884,13.86,135.0,8742de570ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T09:20:00+00:00,19.96052,70.94886,14.34,135.0,8742de570ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T09:25:00+00:00,19.95837,70.95459,13.9,135.0,8742de570ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T09:30:00+00:00,19.95722,70.9619,13.9,135.0,8742de573ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T09:35:00+00:00,19.95482,70.96445,13.96,135.0,8742de573ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T09:40:00+00:00,19.94257,70.96504,13.83,135.0,8742de554ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T09:45:00+00:00,19.94458,70.97313,14.31,135.0,8742de573ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T09:50:00+00:00,19.93992,70.97866,14.37,135.0,8742de554ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T09:55:00+00:00,19.94095,70.9809,14.42,135.0,8742de555ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T10:00:00+00:00,19.93223,70.9889,13.83,135.0,8742de550ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T10:05:00+00:00,19.92744,70.98442,14.06,135.0,8742de550ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T10:10:00+00:00,19.92708,70.98857,13.85,135.0,8742de550ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T10:15:00+00:00,19.92515,70.9941,14.27,135.0,8742de550ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T10:20:00+00:00,19.91885,70.99922,14.35,135.0,8742de550ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T10:25:00+00:00,19.91702,71.00745,13.81,135.0,8742de553ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T10:30:00+00:00,19.91353,71.00281,13.92,135.0,8742de553ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T10:35:00+00:00,19.90943,71.0087,14.12,135.0,8742de553ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T10:40:00+00:00,19.90697,71.01218,14.18,135.0,8742de553ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T10:45:00+00:00,19.90168,71.01584,14.09,135.0,8742de42cffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T10:50:00+00:00,19.89845,71.02235,14.43,135.0,8742de42dffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T10:55:00+00:00,19.89319,71.02317,13.97,135.0,8742de428ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T11:00:00+00:00,19.89274,71.02668,14.42,135.0,8742de428ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T11:05:00+00:00,19.88786,71.03161,14.11,135.0,8742de428ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T11:10:00+00:00,19.8841,71.04022,14.3,135.0,8742de428ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T11:15:00+00:00,19.88357,71.03586,14.2,135.0,8742de428ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T11:20:00+00:00,19.88078,71.04191,13.96,135.0,8742de42bffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T11:25:00+00:00,19.87168,71.04873,14.17,135.0,8742de42bffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T11:30:00+00:00,19.86677,71.05351,14.07,135.0,8742de42bffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T11:35:00+00:00,19.86934,71.05844,14.22,135.0,8742de42bffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T11:40:00+00:00,19.86445,71.05896,14.25,135.0,8742de40dffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T11:45:00+00:00,19.85971,71.06109,14.33,135.0,8742de40dffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T11:50:00+00:00,19.85666,71.06891,13.93,135.0,8742de40dffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T11:55:00+00:00,19.85012,71.07325,14.18,135.0,8742de409ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T12:00:00+00:00,19.85172,71.0771,14.08,135.0,8742de409ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T12:05:00+00:00,19.84737,71.07651,13.81,135.0,8742de409ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T12:10:00+00:00,19.84376,71.08373,13.86,135.0,8742de409ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T12:15:00+00:00,19.83785,71.0887,14.44,135.0,8742de456ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T12:20:00+00:00,19.84016,71.08897,14.13,135.0,8742de456ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T12:25:00+00:00,19.83232,71.0933,14.27,135.0,8742de456ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T12:30:00+00:00,19.82957,71.09772,13.91,135.0,8742de456ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T12:35:00+00:00,19.82496,71.10171,14.09,135.0,8742de456ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T12:40:00+00:00,19.82223,71.10724,13.95,135.0,8742de452ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T12:45:00+00:00,19.81755,71.10779,14.2,135.0,8742de452ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T12:50:00+00:00,19.81761,71.11003,14.34,135.0,8742de452ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T12:55:00+00:00,19.81544,71.11299,14.5,135.0,8742de452ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T13:00:00+00:00,19.80783,71.12207,14.32,135.0,8742de4ecffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T13:05:00+00:00,19.80432,71.12375,14.1,135.0,8742de4ecffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T13:10:00+00:00,19.80025,71.12826,13.8,135.0,8742de4ecffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T13:15:00+00:00,19.79821,71.12971,14.25,135.0,8742de4eeffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T13:20:00+00:00,19.79331,71.13458,13.91,135.0,8742de4eeffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T13:25:00+00:00,19.79222,71.14024,14.32,135.0,8742de4e8ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T13:30:00+00:00,19.78568,71.14131,14.13,135.0,8742de4eaffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T13:35:00+00:00,19.78295,71.14786,14.31,135.0,8742de4eaffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T13:40:00+00:00,19.78279,71.15232,14.43,135.0,8742de4ebffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T13:45:00+00:00,19.77991,71.15713,13.91,135.0,8742de4ebffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T13:50:00+00:00,19.77271,71.15814,14.16,135.0,8742de4ccffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T13:55:00+00:00,19.77211,71.15805,14.01,135.0,8742de4ccffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T14:00:00+00:00,19.76448,71.16542,14.3,135.0,8742de4ccffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T14:05:00+00:00,19.76382,71.16983,14.24,135.0,8742de4cdffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T14:10:00+00:00,19.75772,71.16965,14.43,135.0,8742de4c8ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T14:15:00+00:00,19.75748,71.17742,14.34,135.0,8742de4c8ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T14:20:00+00:00,19.75363,71.18039,14.25,135.0,8742de4c8ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T14:25:00+00:00,19.74577,71.18645,14.19,135.0,8742de4cbffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T14:30:00+00:00,19.7413,71.18916,13.89,135.0,8742de4cbffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T14:35:00+00:00,19.73802,71.19489,13.86,135.0,8742de4cbffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T14:40:00+00:00,19.73573,71.19661,14.39,135.0,8742de4cbffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T14:45:00+00:00,19.73154,71.20097,14.29,135.0,8760d249affffff
MMSI_419000101,IND_TANKER_412,2026-05-14T14:50:00+00:00,19.73102,71.20595,13.87,135.0,8760d249affffff
MMSI_419000101,IND_TANKER_412,2026-05-14T14:55:00+00:00,19.72631,71.20905,13.97,135.0,8760d249affffff
MMSI_419000101,IND_TANKER_412,2026-05-14T15:00:00+00:00,19.72408,71.20702,14.13,135.0,8760d249affffff
MMSI_419000101,IND_TANKER_412,2026-05-14T15:05:00+00:00,19.72096,71.21567,14.1,135.0,8760d249effffff
MMSI_419000101,IND_TANKER_412,2026-05-14T15:10:00+00:00,19.71684,71.2206,14.1,135.0,8760d249effffff
MMSI_419000101,IND_TANKER_412,2026-05-14T15:15:00+00:00,19.71199,71.2216,13.83,135.0,8760d249effffff
MMSI_419000101,IND_TANKER_412,2026-05-14T15:20:00+00:00,19.711,71.22734,14.4,135.0,8760d249effffff
MMSI_419000101,IND_TANKER_412,2026-05-14T15:25:00+00:00,19.70741,71.23062,14.2,135.0,8760d249effffff
MMSI_419000101,IND_TANKER_412,2026-05-14T15:30:00+00:00,19.7057,71.23527,14.17,135.0,8760d2491ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T15:35:00+00:00,19.69648,71.23928,14.26,135.0,8760d2491ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T15:40:00+00:00,19.70003,71.24372,14.13,135.0,8760d2491ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T15:45:00+00:00,19.69531,71.24415,14.29,135.0,8760d2491ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T15:50:00+00:00,19.68845,71.25192,14.33,135.0,8760d2495ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T15:55:00+00:00,19.68536,71.25079,13.96,135.0,8760d2495ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T16:00:00+00:00,19.68237,71.25734,14.22,135.0,8760d2495ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T16:05:00+00:00,19.679,71.26203,13.88,135.0,8760d24b3ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T16:10:00+00:00,19.6788,71.26844,14.21,135.0,8760d24b3ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T16:15:00+00:00,19.67247,71.26942,14.4,135.0,8760d24b3ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T16:20:00+00:00,19.66685,71.27127,14.09,135.0,8760d24b3ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T16:25:00+00:00,19.66373,71.27663,14.36,135.0,8760d24b0ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T16:30:00+00:00,19.662,71.28101,13.89,135.0,8760d24b0ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T16:35:00+00:00,19.66009,71.28479,14.04,135.0,8760d24b0ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T16:40:00+00:00,19.65686,71.28982,13.85,135.0,8760d24b0ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T16:45:00+00:00,19.65361,71.29611,14.18,135.0,8760d24b4ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T16:50:00+00:00,19.64958,71.29684,14.3,135.0,8760d24b4ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T16:55:00+00:00,19.64864,71.30038,14.13,135.0,8760d24b4ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T17:00:00+00:00,19.64546,71.3048,14.17,135.0,8760d24b4ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T17:05:00+00:00,19.63299,71.3072,13.82,135.0,8760d259affffff
MMSI_419000101,IND_TANKER_412,2026-05-14T17:10:00+00:00,19.63361,71.30908,14.49,135.0,8760d259affffff
MMSI_419000101,IND_TANKER_412,2026-05-14T17:15:00+00:00,19.63057,71.31546,14.01,135.0,8760d259affffff
MMSI_419000101,IND_TANKER_412,2026-05-14T17:20:00+00:00,19.62706,71.31831,14.49,135.0,8760d259affffff
MMSI_419000101,IND_TANKER_412,2026-05-14T17:25:00+00:00,19.61887,71.32405,14.34,135.0,8760d259effffff
MMSI_419000101,IND_TANKER_412,2026-05-14T17:30:00+00:00,19.62508,71.32459,14.4,135.0,8760d259effffff
MMSI_419000101,IND_TANKER_412,2026-05-14T17:35:00+00:00,19.61491,71.32957,14.04,135.0,8760d259effffff
MMSI_419000101,IND_TANKER_412,2026-05-14T17:40:00+00:00,19.61628,71.33209,3.83,135.0,8760d259effffff
MMSI_419000101,IND_TANKER_412,2026-05-14T17:45:00+00:00,19.60861,71.33757,4.08,135.0,8760d2591ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T17:50:00+00:00,19.60752,71.339,3.84,135.0,8760d2591ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T17:55:00+00:00,19.60599,71.34703,4.28,135.0,8760d2591ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T18:00:00+00:00,19.60308,71.3481,4.08,135.0,8760d2591ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T18:05:00+00:00,19.5947,71.35459,4.08,135.0,8760d2595ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T18:10:00+00:00,19.59427,71.35875,3.91,135.0,8760d2595ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T18:15:00+00:00,19.59054,71.35997,4.1,135.0,8760d2595ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T18:20:00+00:00,19.58806,71.36828,3.98,135.0,8760d2595ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T18:25:00+00:00,19.58457,71.36963,14.3,135.0,8760d25b3ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T18:30:00+00:00,19.58126,71.37312,14.46,135.0,8760d25b3ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T18:35:00+00:00,19.57625,71.37326,14.27,135.0,8760d25b3ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T18:40:00+00:00,19.56987,71.38217,13.83,135.0,8760d25b1ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T18:45:00+00:00,19.57033,71.38282,13.95,135.0,8760d25b1ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T18:50:00+00:00,19.56871,71.38443,14.16,135.0,8760d25b0ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T18:55:00+00:00,19.56048,71.3902,14.37,135.0,8760d25b0ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T19:00:00+00:00,19.56251,71.40014,14.13,135.0,8760d25b0ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T19:05:00+00:00,19.55587,71.39963,14.34,135.0,8760d25b5ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T19:10:00+00:00,19.54885,71.4031,14.09,135.0,8760d25b4ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T19:15:00+00:00,19.54703,71.40798,14.26,135.0,8760d25b4ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T19:20:00+00:00,19.5468,71.41179,14.02,135.0,8760d25b4ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T19:25:00+00:00,19.54071,71.41604,14.1,135.0,8742dada4ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T19:30:00+00:00,19.53874,71.41414,14.19,135.0,8742dada4ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T19:35:00+00:00,19.53438,71.424,14.44,135.0,8742dada5ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T19:40:00+00:00,19.52789,71.42376,14.43,135.0,8742dada0ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T19:45:00+00:00,19.5264,71.42942,13.96,135.0,8742dada0ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T19:50:00+00:00,19.52536,71.43351,13.95,135.0,8742dada1ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T19:55:00+00:00,19.52278,71.43963,14.04,135.0,8742dada1ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T20:00:00+00:00,19.51658,71.44375,13.8,135.0,8742dada3ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T20:05:00+00:00,19.51177,71.44543,13.93,135.0,8742dada3ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T20:10:00+00:00,19.50898,71.44578,14.27,135.0,8742dada3ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T20:15:00+00:00,19.50889,71.45232,14.05,135.0,8742dadaeffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T20:20:00+00:00,19.5022,71.45873,14.36,135.0,8742dad85ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T20:25:00+00:00,19.49683,71.461,13.91,135.0,8742dad85ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T20:30:00+00:00,19.49608,71.46442,14.05,135.0,8742dad85ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T20:35:00+00:00,19.49443,71.47363,14.43,135.0,8742dadaaffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T20:40:00+00:00,19.48799,71.47159,13.88,135.0,8742dad81ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T20:45:00+00:00,19.48653,71.47835,14.02,135.0,8742dad81ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T20:50:00+00:00,19.4828,71.47898,13.91,135.0,8742dad81ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T20:55:00+00:00,19.48086,71.48109,14.38,135.0,8742dad81ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T21:00:00+00:00,19.47314,71.48677,14.47,135.0,8742dad8effffff
MMSI_419000101,IND_TANKER_412,2026-05-14T21:05:00+00:00,19.46966,71.48891,14.33,135.0,8742dad8effffff
MMSI_419000101,IND_TANKER_412,2026-05-14T21:10:00+00:00,19.46387,71.49664,14.21,135.0,8742dad8affffff
MMSI_419000101,IND_TANKER_412,2026-05-14T21:15:00+00:00,19.46293,71.49811,13.97,135.0,8742dad8affffff
MMSI_419000101,IND_TANKER_412,2026-05-14T21:20:00+00:00,19.46082,71.5025,13.98,135.0,8742dad8affffff
MMSI_419000101,IND_TANKER_412,2026-05-14T21:25:00+00:00,19.45364,71.50785,13.8,135.0,8742dad8affffff
MMSI_419000101,IND_TANKER_412,2026-05-14T21:30:00+00:00,19.45543,71.51158,14.32,135.0,8742dad8affffff
MMSI_419000101,IND_TANKER_412,2026-05-14T21:35:00+00:00,19.45085,71.51602,13.82,135.0,8742daca4ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T21:40:00+00:00,19.44677,71.5173,14.49,135.0,8742daca4ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T21:45:00+00:00,19.44359,71.521,14.24,135.0,8742daca4ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T21:50:00+00:00,19.43702,71.52753,13.85,135.0,8742daca0ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T21:55:00+00:00,19.43458,71.53272,13.95,135.0,8742daca0ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T22:00:00+00:00,19.43372,71.53347,14.28,135.0,8742daca0ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T22:05:00+00:00,19.43498,71.54019,14.11,135.0,8742daca0ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T22:10:00+00:00,19.42667,71.5442,13.93,135.0,8742daca0ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T22:15:00+00:00,19.42305,71.54458,14.39,135.0,8742daca3ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T22:20:00+00:00,19.41881,71.54852,14.36,135.0,8742daca3ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T22:25:00+00:00,19.4152,71.55495,14.15,135.0,8742daca3ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T22:30:00+00:00,19.41245,71.55473,14.15,135.0,8742daca3ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T22:35:00+00:00,19.40769,71.56099,14.31,135.0,8742dac85ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T22:40:00+00:00,19.40888,71.56512,14.24,135.0,8742dac85ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T22:45:00+00:00,19.40564,71.56835,13.93,135.0,8742dac85ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T22:50:00+00:00,19.40325,71.57152,14.41,135.0,8742dac85ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T22:55:00+00:00,19.39776,71.57599,14.33,135.0,8742dac81ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T23:00:00+00:00,19.39265,71.57976,14.14,135.0,8742dac81ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T23:05:00+00:00,19.39178,71.5849,14.05,135.0,8742dac81ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T23:10:00+00:00,19.38652,71.58683,13.99,135.0,8742dac81ffffff
MMSI_419000101,IND_TANKER_412,2026-05-14T23:15:00+00:00,19.38411,71.59177,14.17,135.0,8742dac8effffff
MMSI_419000101,IND_TANKER_412,2026-05-14T23:20:00+00:00,19.38009,71.59285,14.17,135.0,8742dac8effffff
MMSI_419000101,IND_TANKER_412,2026-05-14T23:25:00+00:00,19.37161,71.60061,14.35,135.0,8742dac8effffff
MMSI_419000101,IND_TANKER_412,2026-05-14T23:30:00+00:00,19.37306,71.60062,14.48,135.0,8742dac8effffff
MMSI_419000101,IND_TANKER_412,2026-05-14T23:35:00+00:00,19.3679,71.60583,14.36,135.0,8742dac8affffff
MMSI_419000101,IND_TANKER_412,2026-05-14T23:40:00+00:00,19.36251,71.60722,14.28,135.0,8742dac8affffff
MMSI_419000101,IND_TANKER_412,2026-05-14T23:45:00+00:00,19.36157,71.61137,14.12,135.0,8742dac8affffff
MMSI_419000101,IND_TANKER_412,2026-05-14T23:50:00+00:00,19.36017,71.61487,14.12,135.0,8742dac8affffff
MMSI_419000101,IND_TANKER_412,2026-05-14T23:55:00+00:00,19.35271,71.61983,14.14,135.0,8742da524ffffff
MMSI_419000101,IND_TANKER_412,2026-05-15T00:00:00+00:00,19.34854,71.62513,14.02,135.0,8742da524ffffff
MMSI_419000101,IND_TANKER_412,2026-05-15T00:05:00+00:00,19.34468,71.62557,14.06,135.0,8742da524ffffff
MMSI_419000101,IND_TANKER_412,2026-05-15T00:10:00+00:00,19.34281,71.63134,13.98,135.0,8742da524ffffff
